Gene_Name,Ramadoss_Neuron,Ramadoss_Neuron,Ramadoss_Neuron,Tian_Neuron,Tian_Neuron,Lisowski_Neuron,Lisowski_Neuron,Lisowski_Neuron,Lisowski_Neuron,Lisowski_Neuron,Lisowski_Neuron,Susco_Neuron,Susco_Neuron,Susco_Neuron,Susco_Neuron,Susco_Neuron,Rummel_Neuron
AC007389,12,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC007390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC007394,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0
AC007395,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0
AC007551,0,0,0,0,0,0,0,0,1,0,1,7,0,0,0,0,0
AC007559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC007560,0,0,0,0,0,1,4,0,1,0,0,0,13,0,0,0,0
AC007562,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
AC007563,0,0,0,0,0,0,2,0,1,0,2,4,0,0,0,0,0
AC007568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC007618,6,3,14,0,1,0,1,0,0,0,0,0,0,0,3,0,6
AC007677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC007679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC007742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC007790,0,0,0,0,0,0,0,0,0,0,0,10,9,0,0,2,0
AC007881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC007899,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
AC007919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC007967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC007969,172,212,153,1,6,8,4,12,13,9,11,0,1,0,0,0,1994
AC008065,5,1,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0
AC008069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC008072,0,0,0,0,0,0,0,0,0,0,0,51,43,2,2,3,0
AC008074,6,1,3,0,0,0,0,1,0,0,0,7,4,0,0,4,2
AC008132,2,0,2,0,0,0,0,0,0,0,0,56,66,5,3,2,0
AC008155,7,9,8,0,0,0,1,0,0,0,0,0,0,0,0,0,554
AC008171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC008264,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC008280,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0
AC008427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC008565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC008592,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
AC008694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC008753,3,0,1,0,0,1,3,4,4,3,1,0,0,0,0,0,0
AC008834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC008850,6,2,11,0,0,3,3,1,5,1,1,1,0,0,0,0,11
AC009120,26,18,21,0,0,17,23,12,18,3,6,10,36,0,0,3,20
AC009133,4,4,0,1,2,14,11,27,22,15,6,119,354,60,17,86,0
AC009161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC009237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC009238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC009245,36,34,35,3,1,20,4,9,16,4,11,7,11,0,2,0,11
AC009263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC009299,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0
AC009302,0,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1
AC009303,0,0,1,0,0,2,1,2,2,2,0,0,0,0,0,0,0
AC009310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC009313,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AC009362,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
AC009413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AC009474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC009477,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0
AC009480,0,0,0,0,0,2,1,0,1,1,2,0,0,0,0,0,0
AC009487,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
AC009494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC009500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC009502,0,1,0,0,0,0,0,2,0,0,0,0,11,0,0,3,0
AC009506,31,28,37,1,4,23,57,56,77,25,36,0,5,0,0,0,7
AC009517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC009518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC009541,0,0,0,0,0,0,0,0,0,1,0,21,33,0,0,4,0
AC009784,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,4
AC009945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC009947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC009948,124,49,64,21,21,168,250,190,215,71,85,0,0,0,0,9,73
AC009961,4,9,10,4,3,10,18,6,12,7,10,0,0,0,0,0,14
AC009963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC009965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC009967,0,0,0,0,0,3,4,2,0,0,2,29,19,0,0,5,0
AC009969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC010086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC010095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC010132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AC010141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC010153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC010154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC010240,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
AC010468,37,29,26,0,1,4,2,3,8,16,4,0,0,0,0,1,0
AC010522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC010525,6,2,3,0,0,0,0,0,0,0,1,0,5,0,0,0,3
AC010547,1,2,0,0,0,0,0,0,3,0,0,29,0,3,0,10,0
AC010642,0,0,0,0,1,15,23,18,20,41,48,10,20,0,0,5,2
AC010646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC010677,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0
AC010731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC010733,0,1,0,0,0,2,1,0,2,0,0,6,4,0,0,0,3
AC010740,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
AC010878,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
AC010886,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
AC010894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC010900,0,0,0,0,0,7,7,6,5,8,6,0,19,0,0,0,0
AC010904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC010967,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
AC010970,37,27,27,0,0,0,0,0,0,0,0,1726667,2592588,32088,13321,14589,0
AC010975,4,7,8,0,0,0,0,0,1,0,0,0,0,0,0,3,0
AC010980,0,0,0,6,2,61,85,28,39,73,69,70,89,8,7,15,133
AC011225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC011233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC011242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
AC011290,2,0,1,0,0,1,2,1,4,1,0,4,39,0,0,0,0
AC011330,0,0,0,0,0,1,2,0,2,1,0,74,118,6,4,0,0
AC011406,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
AC011431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC011530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
AC011742,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AC011753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC011816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC011933,3,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC011998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC011999,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
AC012005,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
AC012065,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
AC012066,1,1,0,0,0,21,23,9,2,17,30,5,6,0,0,1,3
AC012075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC012078,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0
AC012306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC012354,8,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC012358,0,0,0,0,0,8,16,8,11,1,2,18,45,3,0,0,2
AC012362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC012454,3,1,1,0,0,0,0,0,0,0,0,6,0,0,3,0,0
AC012493,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
AC012497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC012501,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0
AC012512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AC012513,2,0,0,0,0,0,0,0,0,0,0,12,26,0,0,5,1
AC012671,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC013262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC013267,0,0,0,0,0,3,4,3,3,0,3,0,2,0,0,0,0
AC013268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC013269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC013271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC013399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC013403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC013404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC013410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC013429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC013439,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0
AC013442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC013444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC013467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC013470,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC013474,0,0,0,0,0,8,4,5,5,3,4,0,9,0,0,0,0
AC015688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC015818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC015849,0,1,1,0,0,1,0,0,1,0,1,79,32,0,0,38,0
AC015922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC015977,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC016292,0,0,0,0,0,1,3,2,6,2,2,0,0,0,0,0,0
AC016582,0,0,0,0,0,1,0,7,12,0,0,0,0,0,0,0,2
AC016629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
AC016691,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AC016694,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
AC016696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC016700,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
AC016712,4,2,2,0,0,0,0,0,0,0,0,22,2,0,0,0,0
AC016716,0,1,0,0,0,0,0,0,0,0,0,8,12,0,0,2,0
AC016717,0,0,0,0,0,1,0,0,2,1,1,2,6,8,0,0,2
AC016724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC016727,6,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC016734,5,2,2,0,0,2,1,5,2,0,1,0,1,0,0,0,12
AC016739,83,88,77,7,8,2,2,10,14,12,8,0,0,0,0,0,25
AC016772,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
AC016831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC016894,0,0,0,2,2,1,3,0,0,2,2,0,0,0,0,0,0
AC016907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC016908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC016909,0,0,0,0,0,2,5,0,1,1,3,0,8,0,0,0,0
AC017019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC017035,2,0,3,0,0,1,2,0,0,1,1,0,0,0,0,0,3
AC017078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC017079,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0
AC017081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
AC017083,3,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC017104,3,5,1,0,2,4,5,4,3,0,2,0,0,0,0,0,3
AC018442,0,0,4,0,0,3,3,4,1,0,0,0,7,0,0,0,0
AC018463,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC018634,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
AC018641,0,0,0,0,0,3,2,3,6,1,1,0,0,0,0,0,0
AC018693,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC018712,0,3,0,0,0,1,0,0,0,2,0,3,0,0,0,1,0
AC018717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC018735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC018738,36,34,54,0,2,4,6,41,47,44,44,0,0,0,0,1,2
AC018755,1,0,0,0,0,0,2,4,0,0,2,0,6,0,0,0,0
AC018804,2,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
AC018865,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AC018880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC018892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC019070,0,0,0,0,0,0,0,0,0,0,0,8,4,0,3,3,0
AC019080,31,58,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC019084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC019097,1,1,0,5,0,4,2,0,0,0,0,29,39,1,0,3,0
AC019109,0,0,0,0,0,0,0,0,0,0,0,4,20,0,2,3,0
AC019129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC019178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC019181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC019185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC020550,0,0,0,0,0,2,1,2,6,5,11,0,1,0,0,0,0
AC020915,4,4,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0
AC020983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC021016,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0
AC021876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC022182,0,0,0,0,0,6,6,2,5,2,2,0,1,0,0,0,0
AC022210,6,2,2,1,2,5,7,1,6,16,9,0,0,0,0,0,0
AC023128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC023271,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0
AC023274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC023347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC023449,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
AC024067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC024082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC024560,0,0,1,2,4,220,271,201,275,130,138,583,898,50,50,143,99
AC024592,0,0,0,0,0,0,0,1,0,0,1,5,29,0,0,6,0
AC024937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC025263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC025750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC026150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC026185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC026271,17,9,15,1,3,37,33,60,78,50,62,2,0,0,0,0,4
AC026954,0,0,0,0,0,1,1,3,2,0,1,14,19,0,1,1,0
AC027124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC027612,0,0,0,0,0,0,0,4,7,22,22,153,57,32,9,46,91
AC034198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC037459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC053503,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
AC055876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC060834,0,0,0,0,0,1,1,1,1,2,0,6,0,0,0,0,0
AC062016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AC062022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC063976,0,0,0,0,0,0,0,0,0,0,1,13,15,0,0,0,0
AC063979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC064836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC064850,0,0,0,0,0,16,3,5,6,4,5,8,5,0,0,3,0
AC066692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC067940,0,0,1,0,0,8,9,3,1,2,5,0,0,0,0,0,0
AC067945,3,3,0,0,0,2,1,1,3,0,3,0,0,0,0,0,0
AC068042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC068044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC068134,0,0,0,0,0,0,0,0,0,0,0,49,75,0,7,4,0
AC068135,2,8,4,1,1,0,0,0,0,0,0,0,0,0,0,4,5
AC068137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148
AC068279,0,0,0,0,0,0,0,0,0,0,0,111,94,13,0,16,0
AC068287,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0
AC068491,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC068522,5,1,8,0,0,0,0,2,0,0,1,9,0,0,0,0,7
AC068533,0,0,0,0,0,0,0,0,0,0,0,18,97,0,12,0,0
AC068538,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC068657,1,4,2,0,0,0,0,0,0,0,0,5,0,0,0,0,10
AC068831,8,7,8,0,2,2,2,2,6,2,4,0,0,0,0,0,0
AC069154,0,1,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0
AC069157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC069213,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC069257,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,5,0
AC069282,0,0,0,0,0,0,0,1,0,0,0,59,179,11,1,3,0
AC069368,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,10,0
AC069542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC072052,0,0,0,0,0,2,2,1,4,5,1,0,4,2,0,0,0
AC072061,10,12,16,0,1,1,0,2,0,0,3,5,0,0,0,0,0
AC073052,2,1,1,0,3,18,18,7,20,15,27,24,10,14,6,2,11
AC073055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC073063,4,9,10,0,0,3,3,2,4,1,0,3,3,0,0,0,1
AC073065,0,0,0,0,0,0,0,0,0,0,0,5,31,0,2,0,0
AC073072,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AC073091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC073109,31,9,27,9,10,38,41,7,7,12,13,125,69,1,4,10,35
AC073143,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
AC073150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC073264,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
AC073310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC073325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC073387,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
AC073410,6,1,11,0,0,16,17,7,10,26,39,24,25,0,0,1,9
AC073415,0,1,0,0,0,11,23,9,9,3,3,9,0,0,0,0,0
AC073464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC073465,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0
AC073551,0,0,2,0,0,15,21,0,1,3,4,9,0,0,0,0,1
AC073621,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
AC073850,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AC073869,991,903,861,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AC073900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC073987,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC074019,0,0,0,0,0,0,0,0,0,0,0,14,20,0,3,0,0
AC074117,6,22,16,8,5,111,176,142,180,121,148,0,14,0,0,0,15
AC074121,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC074290,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
AC074338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC074367,8,0,6,0,3,7,1,1,4,0,2,31,2,0,3,0,0
AC074375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC078899,1,4,1,0,0,5,1,0,4,1,3,0,0,0,0,0,0
AC078974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC079112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC079150,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,75
AC079248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC079250,53,36,47,1,3,2,1,4,2,1,7,0,0,0,0,0,39
AC079305,14,19,34,0,2,1,0,1,2,0,0,0,0,0,0,0,15
AC079325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC079354,0,3,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0
AC079395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC079448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC079741,4,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1
AC079753,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0
AC079776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC079780,5,0,0,0,0,2,3,1,3,1,0,0,0,0,0,0,1
AC079781,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0
AC079807,14,17,8,0,0,0,0,0,1,0,2,0,0,0,0,0,0
AC079809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC079834,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AC079922,1,5,1,2,0,1,0,3,1,1,2,0,0,0,0,0,37
AC079987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC080125,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0
AC083760,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AC083822,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
AC083855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC083862,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0
AC083863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC083873,5,4,2,0,0,1,1,4,4,1,3,0,1,0,0,0,13
AC083875,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,3,0
AC083899,0,0,1,0,0,19,25,37,42,10,17,30,49,1,5,23,0
AC083939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC084121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC084290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC087163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC087499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC087650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC090018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC090283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC090286,0,0,0,0,0,0,0,0,0,0,0,10,8,1,0,0,0
AC090453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC090498,2944,2596,2087,1,1,39,69,103,137,165,96,0,0,0,0,0,58
AC090505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC090602,1,1,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0
AC090625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC090774,0,0,0,0,0,0,0,3,0,0,0,0,12,0,1,9,0
AC090954,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AC090955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC090958,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0
AC090960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC091492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AC091493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AC092013,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,2
AC092066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC092106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC092155,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
AC092162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC092170,0,0,0,0,0,24,17,5,3,1,3,0,0,0,0,0,0
AC092421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC092568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC092569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC092570,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
AC092573,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
AC092580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC092601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC092628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC092638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
